Name,FITS,HIcont,HIcont_p,Voxels,Image_size,RMS,High/No,High/Yes,Tri2,Tri3,Tri5,Levels,Split,T_RAM,P_RAM
HCG25,54.006,51171.0,0.3614849514431423,14155776.0,0.7255910583393707,0.0004677305696532,10.528,highyes,1.56,0.556,0.147,0.0,1.0,550.3037109375,201.0234375
HCG26,63.009,60912.0,0.3688267299107143,16515072.0,0.186772866649436,0.0006682941457256,16.401,highyes,2.455,0.778,0.181,0.0,1.0,606.5537109375,248.55078125
HCG30,56.006,43570.0,0.2967970711844308,14680064.0,0.7265244753812473,0.0004942347295582,10.117,highyes,1.675,0.559,0.127,0.0,1.0,542.9345703125,197.98828125
HCG31,15.76,34725.0,0.8410499209449405,4128768.0,0.0201268451545716,0.0006017159321345,5.034,highyes,0.836,0.286,0.089,0.0,1.0,492.634765625,155.0234375
HCG33,3.51,3691.0,0.4022870744977679,917504.0,0.0117758617437214,0.0007854541181586,0.847,highyes,0.136,0.059,0.03,0.0,1.0,442.4443359375,141.41796875
HCG37A,83.007,100216.0,0.460594820689006,21757952.0,0.8341031616414375,0.0007180758984759,22.78,highyes,3.559,1.229,0.296,0.0,1.0,688.3583984375,311.40625
HCG38,343.007,135830.0,0.1510642360320244,89915392.0,1.3169415478121316,0.0012275859480723,32.244,highyes,5.356,1.834,0.442,0.0,1.0,745.8935546875,351.1171875
HCG40,14.507,15644.0,0.411566372575431,3801088.0,0.3224014424199641,0.0003141138295177,4.082,highyes,0.535,0.266,0.056,0.0,1.0,475.5380859375,141.6328125
HCG47,514.006,440858.0,0.3271867329044564,134742016.0,0.1865016489957651,0.000438658404164,104.035,highyes,18.215,6.192,1.037,0.0,1.0,1367.9111328125,866.0546875
HCG48,56.006,41957.0,0.2858093806675502,14680064.0,0.8177896684162683,0.0008145158644765,10.545,highyes,1.702,0.56,0.148,0.0,1.0,547.8134765625,200.91796875
HCG49,15.76,24949.0,0.6042722671750992,4128768.0,0.4615995883855499,0.0003989051328971,4.635,highyes,0.623,0.294,0.072,0.0,1.0,483.7724609375,151.3984375
HCG54,63.009,60394.0,0.365690201047867,16515072.0,0.1934311675138082,0.0004346284549683,15.627,highyes,2.455,0.725,0.162,0.0,1.0,610.060546875,245.98828125
HCG56,682.007,416379.0,0.2328973361823565,178782208.0,0.299417013794226,0.0004451489076018,105.833,highyes,19.063,6.467,1.77,0.0,1.0,1370.8642578125,870.578125
HCG57,513.007,383113.0,0.2848850123831171,134479872.0,0.1952627762027333,0.0005510537885129,101.071,highyes,16.858,5.27,1.151,0.0,1.0,1352.8974609375,863.640625
HCG58,48.008,66365.0,0.5274216334025066,12582912.0,1.3081126288958351,0.000256690691458,11.793,highyes,1.689,0.569,0.17,0.0,1.0,564.4794921875,213.046875
HCG59,392.006,456260.0,0.4440035138811383,102760448.0,0.1857359588993385,0.0006620386266149,63.836,highyes,11.938,4.594,1.098,0.0,1.0,1049.951171875,609.09765625
HCG61,343.007,479454.0,0.5332279483361425,89915392.0,0.2072807636137762,0.0003646620607469,109.909,highyes,19.342,6.326,1.354,0.0,1.0,1399.1953125,889.48046875
HCG62,513.007,411892.0,0.3062852409615619,134479872.0,0.1838227951332423,0.0005820092628709,111.779,highyes,18.422,5.643,1.268,0.0,1.0,1399.21484375,897.63671875
N5350,63.007,55194.0,0.3342038109188988,16515072.0,1.677127371594321,0.0007369426311925,9.862,highyes,1.836,0.535,0.155,0.0,1.0,544.23046875,199.50390625
HCG71,511.007,560565.0,0.4184707970068646,133955584.0,0.2005258347332508,0.0003932426916435,112.28,highyes,19.717,6.232,1.61,0.0,1.0,1560.931640625,1053.1640625
HCG79,63.504,57867.0,0.3476675685944562,16644348.0,0.1951606528706524,0.0004680713755078,15.936,highyes,2.288,0.8,0.167,0.0,1.0,612.8564453125,248.08984375
HCG88,14.01,22226.0,0.6056104387555804,3670016.0,0.0453938849739199,0.0002912853960879,4.538,highyes,0.69,0.247,0.073,0.0,1.0,485.248046875,151.47265625
HCG90,7.759,8784.0,0.4323651713709677,2031616.0,0.2133509300760925,0.0005158698186278,2.136,highyes,0.279,0.095,0.039,0.0,1.0,454.4345703125,140.9921875
HCG91,54.006,49562.0,0.3501185664424189,14155776.0,0.8232044861280452,0.0006528759258799,12.283,highyes,1.95,0.58,0.157,0.0,1.0,569.3603515625,215.140625
HCG92,57.008,221188.0,1.4802899277001096,14942208.0,0.218076437045273,0.0001100559238693,38.789,highyes,7.267,2.295,0.446,0.0,1.0,811.4853515625,409.96484375
HCG93,52.007,43797.0,0.3212928771972656,13631488.0,0.7651235916353831,0.0004013289581052,9.861,highyes,1.538,0.52,0.141,0.0,1.0,543.41796875,198.453125
H95,12.011,11674.0,0.3711064656575521,3145728.0,0.0457704260058357,0.0003090162645094,3.008,highyes,0.471,0.162,0.051,0.0,1.0,469.4326171875,140.48046875
NGC7674,252.007,80010.0,0.1211166381835937,66060288.0,0.7345506671502007,0.0003127145173493,19.123,highyes,2.703,1.127,0.43,0.0,1.0,638.904296875,268.27734375
HCG97,53.006,44199.0,0.3181241593270931,13893632.0,0.7261873896052995,0.0004296694532968,10.0,highyes,1.534,0.552,0.141,0.0,1.0,547.791015625,199.99609375
